5,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,1.0,0.3,0.3,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.4225,-0.26
0,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.0,0.3,0.3,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.74,-0.22
1,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.2,0.3,0.3,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.63,-0.26
10,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,2.0,0.3,0.3,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.51,-0.18
9,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,1.8,0.3,0.3,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.36,-0.26
8,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,1.6,0.3,0.3,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.4175,-0.22
6,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,1.2000000000000002,0.3,0.3,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.775,-0.22
2,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.4,0.3,0.3,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.465,-0.22
3,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.6000000000000001,0.3,0.3,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.545,-0.3
7,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,1.4,0.3,0.3,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.4325,-0.26
4,False,0,10,10,20,0,1,256,16,20,4,1.0,0.6,1,0.8,0.3,0.3,0.01,0.0,0.01,0.1,0,0.01,0.9,0.005,0.0,0.4674999999999999,-0.3
